document,sentence
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Paypas munaypaqhinañam  purichkan…– nispan kutichin, chayllapim qaripa  ayllunkuna: – ari warmaykimanmi hamurqaniku–  nispa ninku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Sichus warmipa ayllun anri niptinqa,    yananchakuy munaqmi umanmanta chakinkama  musuq pachawan churachin."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chaytaqa yachasqañam kay apakusqa  risqanqa, chaywan kuskatam huk kuyakuyninkuta  tayta mamankupaq churapunku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Manaraq  pachata ustuchispankum, pacha tinkayta  ruranku, chayqa kañawan utaq aqawan  pacha hawanpi ruqanawan tinkasqanku utaq  challasqanku, chayqa allin kawsaypi kusisqa  yananchakunankupaqmi."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Kuskachakuq warmita  pacharqachimuptinkum, qaripa wasinman  takispa, hayllikunawan, harawikunawan ima  apakunku, wakinpiqa iñiy wasimantapas kampana  waqtaykamunraq, kayqa ancha kusikuy pacham,  chaypim kuyaqkunapas kayhinata takinku:   Ankallay anka, apanichu icha manachu Ankallay anka, hurqunichu icha manachu."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Qaripa ayllu wasinpiña kaspanku, kuskachakuq  pasñaqa aylluntinkuna allin chaskisqa kanku,  waytaykachispam allin mikuytapas qaranku hinaspa  qirukunapi kañata, aqata upyaykuspanku Iñiy  wasipi may pacha kuskachakunankuta akllanku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chayllapitaqmi marqariqninkutapas akllanku, chay  tukusqanpiñataq warmipa ayllunkuna wawa churinkuta  hamuq masanpa makinpi saqiykuspanku wasinkuman  kutirinku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Huk punchaw manaraq yananchakuy  chayamuytam, kuskachakuqkuna ayllunkunata,  kuyaqninkutawan chaypi “yanachakuy tinka”  ruranankupaq qayamunku, kayqa kayhinatam  rurakusqa: kuskachakuqkunam, marqariqninkuwan  hinaspa wakin kuyaqkunawanpas huk muyu  kanchata rurasqaku, chaypa chawpinpim  uña misa patachata churasqakuña, chaypa  chawpinpim huk llaspa matichata churasqaku,  chaymanmi kuyaqkuna kuyasqankumanhina,  marqariqkunamanta qallarispa qullqikunata  churanku, hina kay pachapitaq  yananchakuqkunaqa huk rikchaq imakunatapas    quchikunku, wakinmi mankakunata, puyñukunata,  pirurukunata, piskakunata, chumpikunata,  warakakunata, huk achkam kaqkunatapas  apamunku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Paykunañataq pay nikuspanku kuyaqkunaman  hatun qirukunapi aqata, kañatapas upyachinku,  hina chaypitaqmi yananchakuy kasqanman  riysinankupaq kunakunku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Yananchakuy  punchawqa, kasarakuq warmiqa, qaripa qusqan  musuq pachawanmi pachakun hinaspam  chukuntapas sumaq waytakunawan waytachin,  qaripas hinallam chukuta waytachisqata churakun,  hinam kuyaqninkunapas waytachisqakama  kuskachanku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Iñiy wasipi yananchakuy tukuytaqa,  qaripa ayllunkunam kuskachakuqkunata llapan  kuyaqkunatawan suyanku, chaypim timpuchisqa  aqata, ima hinam kay kasarakuykunapi kasqan hina  qarasqaku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Kuskachakuq qaripa taytanmi llumchuyninta  kuyapayaykun, hayllanpi qunqurikuspan  makallaykun hinaspam makinmanta hapin, chay  hinallatam warmipa ayllunkuna qariwan ruranku  hinaspañam kay kaqta wakin ayllunkunapas  rurasqaku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chaypim yanachakuqkunaqa llapan  kuyaqninkunaman mikuyta qaranku, sapakamam  ayllu kuyaqkunaqa mikuy chaskikunankupaq  matinkuta apakunku, chaypim paqupa utaq  llamapa aychantapas yanusqata chaskinku,  kuskantañataq papa chupita qarakunku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,Kuskachakuqkuna chulla matimantam  marqariqkunapa qayllanpi chaypiqa mikusqaku.
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Raymiqa tutaykunankama rurakun, chaypim isqun  pacha tutataqa, marqariqkuna kuyaqkunata  mana ripuy munachkaqta qarqunku, chaypi  kuskachakuqkunawan puñuchiy nisqata  ruranankupaq, chaypaqmi allichasqa wasi kasqa,  chaypim takispanku wichqarqunku, chaytaqa  kayhinatam takisqaku: Puñuchi, puñuchi,  Warmakunata puñuchiy… Mana puñuyta munaptin… Itañawanña hillpuykuy Mana Siriyta munaptin  Asutiwanña waqtaykuy…   Rimanakusqamanta kuskachakuyqa, huktaqmi  kasqa, waynakuna kuyanakuspan hinaspa  imatapas qunakuspanku rimanakusqakuña,  chaytaqa manas ayllunkunaqa yachankuchu,  chaymantañam ayllunkunaman willarqamunku,  paykuna allinmi niptinkuqa chayllapim warmi  qurqupakuyta rurasqaku, qawasqanchiktahinalla  pacha tikrachiytapas, raymichakuspa  hurqupakunkupas, chayqa mana riqsipakusqa  hinallata rurasqaku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Kaminakuy  Llaqtakunapa hatun raymin chayarqamuptinmi,  ayllun ayllun raymitaqa ruranku, Wanka Willkapi  urqupi chakanakunapa raymintahina chulla  pachallapi ruranku, chay pachapim, raymi  kamachiqkuna tinkuyta ruranku, hukpiqa  tusuqkunata llallinachinkuhina; wankar, taqraka  waqachiqkunatapas hinalla arpawan wiyulin  waqachiqkunatapas atipanachinku hinaspa chay  pachapitaqmi kaminakuyta ruranku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Kay kaminakuy nisqanta raymichakuqkunam,  ayllunkunawan, kuyaqninkunawan kuska   ruranku, mayu patanpi, chimpan chimpan  churakuykuspanku, qaparispanku, hayllikusparaq,  harawikuqhinalla qayaykachanakuspanku  pinqachinakunku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Wakinpiqa rimasqankuwan  nanachikuspanku warakawan rumikunawan  chamqanakuypi chayqa tukun, hukninpiqa  mayuman iskay ayllupa qullananku yaykurquspa  chawpipi sikunakunku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Sichus mayu achka yakuyuq  kaspa chay maqanakuqta hukkaqninpiqa  aparqarin, chayhina kaptinpas chay kaminakuyqa  manam awqasunqu kayllachu, aswanqa    chaykunata riqsichispam, runakunaqa ayllunkupipas  siqilla kawsakunku, ima hinam purisqanku ayllupa  yachaynillanpi kasqanrayku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Wanka _Willkapaqa  tawan ayllupim rakisqa, chawpi llaqtaqa  qalakunapa, mistikunapa tiyanallanmi, muyuriqninpi  mayupa rakisqan hichpan uran ayllukunam  Santa Ana (Chukchu), chimpanpi San Cristobal  (muqu) tarikun, hanaypi Yananaku (butun kutichi),  chimpapi Ascensión (wiqa), chay ayllukunam Ichu  mayu risqanpi chimpan chimpan churakuspanku  kayhinata ruranku, qunqaymanta: –¡Aqay, waqay…!"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"¡Kayqaya kaypi qari ayllukuna kachkaniku!,    ¡kuraq kallpaykuwan pachasqa…!, ¡manam  hukkunahinachu chukchuspa macharisqallaña uma  pakasqa hawakamuniku…!"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispanmi kaminakuyta  muqukuna hallarichin, chimpapi kaq ayllupas:  –¡manam ñuqaykuqa mayupa harkasqanmantachu  rimakuniku, ñuqaykuqa uyapuranakuspam  imatapas rimakuniku…!"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,¡Yanqaña muqukunaqa  karullamanta siminta pakaspanku rimapakunku…!
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispam kutichikun, chaymantaqa: – ¡Manachum,  manachum ¿Tiburciucha waqra kasqantaqa  riqsinkichik?"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,Qillu pampa quchapi Yawli  pasñawan qiquykachakusqanta!
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispan kamiyta    qallarin, chimpamantañataq Tiwukuchaqa  amachakunanrayku: – ¡Ari!"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,¿Manachum yachanki  yaw luqlu warmiyki ñuqawan kasqanta?
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,¿Inka  Quchapi qala sikilla armakusqaykuta?
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispan, warminñataq:  –¡Manam yanqa kuchiwanqa tinkuymanchu  karqa!"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"¡Kunanmi qawanki,  kamachikuqpa hayllanpim kayta kutitikraspa  willakunki…!"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispan manchachin, kutirispanmi:  – ¡Allinpaqchiki mamay huktawanchiki  wacharqachisqayki…!"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"–nispan nisparaq kutirin,  qipanmantam kamachikuq amachan: – amaña  chayhinataqa niychu…hukmantaña kamikusun–    nispan, chaymi: – ¡waqaya!"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,¿Manachu  Kusichapa atuq kasqantaqa yachankichik?
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,Qichqan  muqumanta uwihata altarqamuspan wayqupi  nakasqanta?
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,Qatupiñataq uywasapam kani nispan  ¿Rantikusqanta?
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispan chukchu ayllumanta kamikuy,  chimpamantaqa: – ¡Arí!"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"¡¿Manachu qamwan  kuska rantikuspanchik aqa wasimanraq rispa  upyaysiwarqanki?, hinaspa wakintaqa wasikipaqraq  tullunkunawan chupi mikunaykipaq ¿Qurqayki?"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispan kutichikun, hukninqa: –¡llulla mana  kumpaqriyki wantinu uywan watukunanmantam  qamqa ñuqawan yanapachikunki!"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispan kamin, hukninqa piñapakurquspan:  – ¡Qari kaspaykiqa kay mayu chawpinman  hamuspayki, chaypi sikunakurusun!, ¡yaw chinaylas  hamuy!, ¿mapas mana hamunkichu?"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispan  maqanakuypaq qayan, hukninqa: – ¡Qipa punchaw  kamachikuqman rispa waqapayanaykimanta  llakikuyqa, sikiykitapas tikrarqusaqmi ñuqaqa–  nispan, yakuman yaykuspan chaypi sikunankunku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Huknin hanay chimpakunapipas hinallam  kaminakuyqa kachkan, chaypi llapa ima runakuna  huchallikusqankumanta hurqunakunku, wakinpi  asikuyllapaqña chay kaminakuyqa, wakinpiqa  chiqap kasqanpiqa, runapa rimayninpi tarikunchik,  wasikunapipas waqrakuy kaptin maqanakuypipas  wakinpiqa tukun."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chay kaminakuy tukuytam  runakunaqa chimpan chimpan, mayu patan  pampakunapi tususpanku aqata, kañata  upyaspa ima kusikuspanku raymichakunku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chay  kaminakuymanta lluqsirquspa, huk punchawqa  runakuna manam awqanakunmanchu, raymipa  rurakunan kasqan rayku, wakillanmi ancha pakasqa  huchallikuy tarisqapi kamachikuqpa qayllanpi  uyapuranachinku, mana qipa punchaw chay mana  allin kananpaq."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chupika  Chay sutiwan Anchunqa  llaqta chimpan paqchata  sutichanku, chayqa  Hatun Wayllay patma  Chupas nisqapim  tarikun, chayqa chunniq  wayqum, manam pipas  chaymanqa hinallaqa  yaykunmanchu, achkam  imakunapas chaskisqan  kuyakuyta churapuspam  manukuyninta  mañakunku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Ñuqam  wasiy Muya kanchapi rupaychakuchkarqani,  hinaptinmi tayta Malchi Yawlilawa, punkuyta  takaspan qayamuwan: Tayta Milchu: –  Ñuqallaymi watukamuchkayki –nispan  yaykurqamuwan, ñuqañataq: – ¿Imallapaqmi  taytay asuykamuwanki?, ¿manataq allillaqa  llumpaytachu rimanakunchikpas?"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispay  nini, payqa: – ari allinmi chay nisqaykiqa,  pampachaykullaway tumpa qaqchu uya  kasqaykichá manchachiwanpas…icha imaya…–  nispan kutichiwan, musuqmanta rimarispanmi: –  Iskay qari churiykunam kan, paykunam anchata  takikunata waqachiyta kuyanku, chaypaqmi    rantichiwarqaku, huknin arpata, hukninñataq  wiyulinta, yachay hapinakupaqñataq, tayta  Akilinuta kunakurqani, paymi yachachichkan  chaykuna waqachiyta, ichaqa waqachiptinku,  mana allintachu waqan, aswansi pantay  qapariykunata aqtuchin, chay hinapi mana  imatapas kunankama qispichinkuraqchu– nispan  willawan, ñuqaqa: –chay rurasqaykiqa allincha  kachkan, ¿ichaqa ñuqataqa imapaqtaq  maskawanki?– nispa tapuni, payñataq: –taytallay  amam piñakunkichu, ichaqa kuyaq masiyki Akilinum  niwarqa, paqchamanmi kay waqachinakunata  apasun, chaypiñam sunquchakuspanku allinta    wamunqaku– nispam willakuwan, musuqmanta: – may paqchamantaq aparquchwan tayta niptiymi,  tayta Milchupa yanapakuyninta mañakusun,  paymi may paqchamanpas apawasun, icha  kay hichpan uku wayqupi Chupikamanpas  kanman, nispanmi willawarqa, chaymi tayta  qamman riysiwanaykipaq hamullachkayki,  yachaynikimantaqa chaninchapusqaykim, llapa ima  niwasqaykitapas rurallasaqmi– nispan pitukuspan  mañakuwan."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Ñuqaqa mana munaspay: – ¡Imachá  chay Akichaqa!, rinrintapas kuturqusaqmi, ima  hinapim sutiyta chaykunaman churan, chayhina  kaptinpas, chay paqchaqa sirinayuq paqcham,  huk yayakunapapas tiyananmi chayqa – nispa  amachakuni."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Taytakuqa huktawan hikutawan:    – ¡Taytallay Milchu amaya hinaqa kaychu!, arí  yachasqaymanta sasatam mañakuchkayki,  pimanma risaq, qam punim chay paqcha  waqaychaqnin kanki, wakin yachapakuqkuna  chaypiqa wañuyta tarinkuñam, ichaqa ayllullaykim  chaykunapi wasinpihina hawka purikunkupas–  nispan mañakun."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Ñuqañataq: – runallam yanqata  chaytaqa rimanku, ichaqa kuyaq masiy kasqayki  raykullam riysisqayki ¿Warmaykikunaqa kaymantaqa  iñinkuchu?, mana chay kaspaqa yanqam kanman,  qapaqkunapa piñakuynintam tarinmanku,  qampas manachiki chaytaqa munawaqchu    – nispa kaqta willani, machuqa tumpata  mancharikuspan: – ¿Paykunapas tayta paqchaman  rinankuchu?"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispa tapukun, ñuqañataq –¿Nis  pikunamá chay waqachinakunamantaqa  ñuqapam ninqa?"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"qapaqkunaqa tapunqam,  chaytam allin sayanakupaq willanayki,  imatapas qawaspanku mana ayqinankupaq,  qaqaman wikaparqamunkuman…chayta  allinta tapuykarqamunki, chay Akilinuchatawan  yanapawananpaq apamunki, imapaqmi chuta  qallu…– chay nispaymi willani, mana qipa punchaw  imapas kaptin awqawananpaq."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Wasinmanmi machuqa tumpa llakisqa kutin,  chaypi churinkunawan allinta rimanakusqaku,  mana ima kaptinpas mancharisqa kanankupaq  hinaspa Akilinutapas kunamusqa yachachiqnin  kasqanrayku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Akilinuqa kay yachaymanta sullka  yachapakuqniymi karqa, chaymi yanapawananpaq  mañakurqani, allinmi nisqankumanta taytakuqa  qipisapallaña hallariy kichkachinta apamuspan  chayarqamuwan: – tayta Milchu kayqaya  kutirqamuni, minkakusqallaymanchiki riysiwanki,  ichaqa ¿Imakunatam rantipakamusaq?, lliw  kapuqnintach willawanki chaymanhina allinta  haywarikunanchikpaq, chaypi ñuqanchikpas  yayakunawan kuska kusi kananchikpaq – nispan  mañawan, ñuqaqa:– Punkupim Machu hañachu  harkapakun, chaypaqa puka llamputa, kuka  muruyuqta, sara upitutawan qarananchik, kanchapi  tusuqninkunapaq, ñawin aqata, kuka kintuta,  pitanayuqta, wanchuy kañatawan qukunanchik;  sirinapaqñataqmi, chalamanta apamusqa chunka  iskayniyuq kuskata pallarta, purututa, quri hawinkapa  murunta, pasasta, iskaykama piskuta, miski winuta,  qichwamanta tawan qarway sara kaspantin, puka  rawilwan waytachisqata, sara wiñapu upita, llama  wirata, utaq kaptinqa wikuñamantapas kanmantaq,  tawa quwipa sunquchan yawarchantinta iskay  matikunapi rakisqata mikunanpaq; yunkamantaqa  churakunanchik kintunkuna akllasqata,    pitanakunata, rantiy qanchis samaypa asnay  yakuta; ñuqanchikpaq kukata, aslla kañachata  ichaqa allin pachakusqa lapi luquyuq rinanchik."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Hina  rakisqayku punchaw chayarqamuptinmi tutaykuqta  Hatun Wayllaymanta purikuqhinalla lluqsirqaniku,  paykunam uranta rinku, ñuqañataq hawanta rini,  Chupas urachanpiña tinkuspayku tutaykunanta  suyaniku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chaymantaqa punku waqaychaqpa  chaninta qunaykupaq uraykuniku, chaypim  waqaychaqnin hatunkaray tuku pawarqamuptin  qatiwaqniykuna anchata mancharinku,  chaymanmi nisqaykuta llampuwan churapuniku;  pitanawan pukupayaspa, rahuwan tinkaykuspa  suyaniku, chayllamantam punkumanta waspihina    lluqsirqamun, chaytaqa yacharqaniña, hinaspam:  – ¡Haku chayqaya kichaykarqamunña¡¡amam  imawanpas mancharinkichikchu!"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Chay punku  uchku machayman haywarinakuspa yaykuniku,  arpapas, wiyulinpas, llapa ima qipiykupas  kuskaykuwan yaykun."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Uku machaypim huk  paqcha kasqa chaymi takiqhina machay ukunpi  rumi qaqakunawan kuska waqamun, chaypim  kuchullapi runakunata sayachini, paqcha qayllanpi  kusikanchahina pampacha rumiwan muyuchisqa  kan, chaytaqa manam sarunmanchikchu,  chaypim tusuqninkuna sayanku, paykunapaqmi  haywarikuyta churapuni, paykunaqa chaylla    chaskirqamuwanku."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Hinaspam pampapi  iskay runakuna rikurirqamun tusuq pachawan  churakusqa: – ¿Pitaq qamkuna kankichik?,  ¿Imapaqtaq ñuqaykuman hamuwankiku?"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispam tapukun, ñuqam: – taytakuna  rimaykullaykichik ñuqallaymi riqsinakusqarayku  manukuyniykichikta mañakuspay anchuykamuni,  kay iskay warmakunam kapuqninchik takikunata  waqachinankupaq sunquchakurqunku, chaymi  waqachinanku allin yuqyananpaq sirinachiypaq  hamurqaniku – nispay mañakuni, paykunaqa:  – arí qamtaqa riqsiykikum wakintaqa manam,  ¿Kaypichus Akilinupas kachkan?"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispan  watukun, – hinaspaqa apamusqaykichiktaya  qarawayku nispan akuykunaykupaq kunawanku,    chayraqmi kukachata aypunakuspa kintunkunata  akllapuspayku quniku hinaspam Mama paqcha  Sirinamanta watukuni, paykunaqa: – payqa  qayanallam kachkan, hina urqu ukunpi quchanpim  puñun – nispa."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Musuqmanta: – waqachinakunata  kay qayllaykuman apamuychik – nispan  rimarqamun, chaymanmi huknin warmaqa  asuykuchkarqa: – ¿Pitaq qamqa kanki?, ¿manachu  chukullaykitapas hurqukuwaq?"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"Kayqa yupaychakuy  wasim – nispan qaqcharqun, Akilinuchañam: –  pampachaykuwayku tayta, warmaraqmi kachkan,  manaraq kaykunamanta yachanraqchu – nispan  amachan, payqa: – hukninmi mana iñiq kachkan,  wanakuchun, mana chayqa manam mama    Sirinaqa lluqsimunqachu ¿Icha nanapakuytaraqchu  munan?"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispan qawan, taytanqa: – ¡ama  iskayyaychu maqta!"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispan anyan, chayllapi  maqtilluqa nanaywan, kichka tipasqahina kaspa  wiksanta llatakun: – ¡Ari tayta iñinim, kacharillaway!"
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispan mañakun, chaypi chay nanaynin ripukun."
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,Tusuqkunaqa: – ¿Pitaq kay warmakunapa marqay  yachachiqnin?
Willakuykuna maytu - Chanka Literatura 1 - 1° Secundaria - Quechua chanka,"– nispan qayamun, –ñuqam tayta  nispanmi Akilinuqa asuykun, tusuqñataq: – arpata  hapispa waqachimuy – nispan uyarin: – ¿Ima  saqrataq kayqa, chaqrata waqasqa?"
