document,sentence
Willakuykuna-mayt’u-Collao,"Ichaqa chirraw mit'añas chayaykamuchkan, ñas sach'akunaq raphinkunapis urmayta qallariyapunku, chay pachapis sullukachaqa munay urqu waqa uñachata wacharqapusqa, chay p'unchawsi Pabluchaqa wichay wichaytaraq p'itanaqan urqu patapi, sukha pachamanqa uywakunatas qatiyamun kanchanman ancha kusisqallaña; chayllamansis patrunninman sinchi kusisqa chayarkun munasqa sullukacha wachasqanmanta, chaysi patrunqa utqaylla lluqsirkamun wasi ukhumanta waka kancha hayñi, waka uñatas munaran; Pabluchaqa phawahatansi waka uña hap'ik, ririnpis chhuchupaykuchkan munay waka uña qasqanmanta, ancha munaycha kachkanta, allinta munasqata uywananmpaq, chayllamanchik qhapaq wirakuchaqa waka kancha ukhuman haykurqamun waka uña munarunanpaq, chayllapis patrunqa sutita waka uñamanqa churan: “Kunanmantan Misticha sutichankunqa” nispa imaraykupichus chay waqa uñaqa ancha hatunsis kaq wakin waka uñakunamantaqa ichapas ñisu munaycha y finutaqsi chay raykupis chay sutiwan qhipakapusqa."
Willakuykuna-mayt’u-Collao,Wasiman kutimuspataq mamanta ninku: ¡Mamay!
Willakuykuna-mayt’u-Collao,"Ullkuchaqa manas ñawpaq hinañachu qhaparin, aswansi sapa suriyakuwan q'ala maqhaptin asikuyta munan."
Willakuykuna-mayt’u-Collao,"“Manam, manam atiymanchu, supay sasam kachkan, ima wayramancha runaqa tupakun, aswanmi huk yachaqkunata apakamuychik” nispas hampiq runaqa q'ipinta q'ipichakun."
Willakuykuna-mayt’u-Collao,"Tayta yachaq layqa machuqa irqitas k'irawninta t'aqwin pacha, chaysi asikun, llakikun, mancharikun ima, imaynanpi, uchuychallas irqiqa kasqa mana makipi rihuriq."
Willakuykuna-mayt’u-Collao,"Ñuqa allquri imapaqsi alliyman, chaytaqa manam atiymanchu, yanqatam rimapayawanki upichu, wita runa nispas kutichin, chayllamansi waynataqa qayarirqamun taytachaqa, pakakuspallas waynaqa lluqsirqun."
Willakuykuna-mayt’u-Collao,"Sara yapuypipas Karluschaqa utqaychallas turutapas mansarqunman karqa, ñawpaqtaqa lawil waytawansi turukunataqa kuti kutita rurarqun chaysi turuqa kikillanña yapuyta qallarisqa."
Willakuykuna-mayt’u-Collao,"Huk kutinñataqsi antichay punchawtas Karluschaqa chinkarapullasqataq, ñawpaqta hinas taytam, maman maskaykullantaq, paqarisnistinñas Karluschaqa kaqmanta munay waytakuna waytaykusqa rikhurimun."
Willakuykuna-mayt’u-Collao,"Warma yachachiypaq kay hinapi warmakunawan llamk'ayqa musuqsisyá; yachaywasipipas, wasinkupipas warmakunaqa yachankutaq yachachinkutaqsi yachachiqtaqa: Huk mit'apis warma yachachiqqa pisqa irqikunaq wasinman chayanan; qallarikunchik mayqin warmaq wasincha ancha karu kachkan chaymanta, chaymansi ch'usan huk kamyunchapi hatun llaqtamanta chay carroqa apamun lliw qhatunata llapallan ñanpi runakunaman qhatunanpaq, manasyá kanchu runakunaqa ancha rantikunankupaq paykunaqa ch'usanku mulapis maymanpas, chay raykus qhatuq runaqa yaqapas qhari warmilla purikunku."
Willakuykuna-mayt’u-Collao,"Manam mikhuwasunchu, allqukunawanqa yachanakunin nispas kimsakama allquman tuqaykun."
Willakuykuna-mayt’u-Collao,"Mamitaqa mikhunatas qaran ch'usaqkunamanqa, yanqallañas mikhuykunku, hukchiqantawan yaqallas qallunta k'uturukun yachachikqa yaqapis puñuywan atirachikunchik chay tukuy purisqamanta, lliw sayk'usqallañas."
Willakuykuna-mayt’u-Collao,Nispas llapa llaqta runakuna tapurinakunku”.
Willakuykuna-mayt’u-Collao,"Kimsa tawa watañas yaqapis pacha ñawpasqa, ichapas t'ikay pacha ukhuñas haykuykamuchkan, chayllapis chay sullukachaqa puriyninqa anchatapuni pisiyarqapuchkan, wiksansis wiñayta qallayapun, ichaqa hina hinallapis ñawpaqtapunis llapan wakakunamanta purik chaysi wakin wakakunaqa qhipallanta kusata qatiqku, imaynapichus chay yana wakacha huk allin wiñasqa k'achumanpuni pusaq chay raykupis llapam uywakunaqa qatilla qatikku, hinallataqsi maynin killakuna lliw uywata chharqunku chaypis chay sullukachaqa ñawpaqtapunis purik, manasyá maykin uywawanpis llallichikukchu, pichá, maychá llalliyta munachkan chayqa hukta tanqaspallas qhipaman kutichik, chayllamanchik hatun wira turu wakakuna llalliyta munan sullukachataqa ichaqa manasyá atinkuchu, hinallataksi urqu hatun waqrasapa uwihapis llalliyta munallantaq, manapunis llapan uywakuna llalliyta atipuskachu, chaysi ancha allin manchana kaq kachka."
Willakuykuna-mayt’u-Collao,"Waynachakunaqa, manam kunan kutipas ima chakratapas rurasqakuchu, paykunaqa wakmantas pukllayllaman qukusqaku, papa muhuwampas warak'awan warak'anakuspam tukupusqaku, qañiwa hank'ankutapas mikhurqapusqakum."
Willakuykuna-mayt’u-Collao,"Wakin warmakunaqa ñisutas saykurqamunku ancha karu purichkankupi chaysi anchha qilla qilla kachkanku, wakin irqikunas nim sapallaykun tiyayku uray wasiykupi, tayta mamaykuqa purin urqu wichaytan kafiy pallaq, chayraqmi aymuray killatukuyta kutiyamunqaku nispas."
Willakuykuna-mayt’u-Collao,Chayllamansi rikhurirqamun pichiwamanta huk tayta aylluntukusqa ph'aqsiqa kaña waqtuman rantikuq riq runa nitamun.
Willakuykuna-mayt’u-Collao,"Chaysi munayniyuq q'alaqa uwiha kanchaman rispa, uwihakunata yupayta kachaykun, manas iskay uwiha kanchu, mana imatapas rimarispas q'alaqa Ullkuchata makinmanta qaqata hap'irquspa, maqhana kanchaman aparikun."
Willakuykuna-mayt’u-Collao,"Mamachapa p'unchawnin tukuytataqsi Vikilachaqa turil apaq runaman utqaychallaña wasinta rispa iskay p'uyñu aqhata haywakunanpaq aparqun, chaymantañas karhuyuqta turil apaq runaman napaykuq rinanpaq kanachin."
Willakuykuna-mayt’u-Collao,"Qaliyaspas Vikilachaqa wasi ukhullapi millmata puchkaykuspa, munay t'ikariq chumpita allwiykuspa, mana away yachaq, mamaku makinchaptin awaykusqa, chaymantas llikllata, punchuta puñuna ch'usita imas munay pallayniyuqkunayuqta awallasqataq."
Willakuykuna-mayt’u-Collao,Chayta tukuspañataq Tuqra llaktapi Asiriwan kasarakuspa wawayuq kasqa.
Willakuykuna-mayt’u-Collao,"Wakakunatam aymuraspa llaqtaykuman qarkuchkayku, aman pimanpas willankikchu manachayqa waqakuwaqchikmi nispas talaqa uqi punchuyuq, hatun ch'anchara ruq'uyuq kallpawan rimaykatamun."
Willakuykuna-mayt’u-Collao,Wakin ayllun tukusqallas saqra wasi raqaykunata icha Kintal siqiqa allquhina wañurqun nispa machkarinku.
Willakuykuna-mayt’u-Collao,Wakcha maqt'a sipisqaykim.
Willakuykuna-mayt’u-Collao,Chísinpaytaqa saqra raqay wasipis piki sapa khuchihina t'anta chúsikunawan pístukuspa chutarayachkan.
Willakuykuna-mayt’u-Collao,"Antichay p'unchaw chayraq qhallarichkaptinsi, umalliqqa, qunqayllamanta limp'u tatami Kintal siki awichuta rikch'arirqachin."
Willakuykuna-mayt’u-Collao,"Hinaspas mana imata rurayta atispa aswan awasqanta awayta p'itananpaq uch'uy hallwachakunata, yawrita, p'itañata ima maskaspa purikun."
Willakuykuna-mayt’u-Collao,"Chay hinaqa puriytasya qallaykunku utkayllaman, ichaqa sukhayaruchkanñas chayllapis yachachiqqa huq mach'aqwayta saruykun huktas mancharikuymanta qaparin mana thaq nispa, ichaqa wañusqas kachka, chayllamanchik runakuna rihuriyamun qapariqta uyarispa, paykunaqa huñukusasqakus huk hatun rimaypaq, paykunas chay mach'aqwaytaqa sipirusqaku hinaspas chay ñan pampallaman wikch'usqaku."
Willakuykuna-mayt’u-Collao,"Patamasin waynakunapas p'inqakuspa manas asuykunanta munasqakuchu, hinaptinsi Kintal siki sutiyuq waynaqa p'inqay k'umu k'umu wakchay wakcha purisqa."
Willakuykuna-mayt’u-Collao,"Amaraq wañuychu, piwanmi kunanqa uñayki qhipakapunqa, kunanqa Mistichaqa khuyaytas riki ñaq'arinqa nispa; patrunninpa warminpas chayllamanchik phawaykamun waqayukuspa yañusqa waqata rikuruspa."
Willakuykuna-mayt’u-Collao,wiñaypaq sapallay kanaypaqchu qispichiwarankichik nispa.
Willakuykuna-mayt’u-Collao,Khuyay sayk'usqa runallataqa rimapayaykun chakrayukqa “Tayta allin p'unchaw kachun” nispas napapayukuspas tapuyun ¿riksisqachu hina kachkawak?
Willakuykuna-mayt’u-Collao,"Chimpa Tapaq riwaq Manka kirpa, q'ala qasqu llaqtamantas huk yachaysapa apukunawan kamachinakuq runata, turuta chaninchaspa umalliqpa wawqin mink'akamuspa llasaq hampi tullu q'ipisapata chayarqachimun, chaysi llaqta runakunaqa asuykun: Taytallay imachá tuta wayrachus, suq'a wayrawanchus tuparqun icha sallqa uywachus imas kay umalliqniykuta mancharichimun chaymi kayrikunaykipaq hatataspa wañurqunqaña, ninsi qampa makiykipim kanqa kay qari kallpasapa umalliqniyku nispas hampiqta ninku."
Willakuykuna-mayt’u-Collao,"Qara watana ayllu llaqtallamantas allin riqsisqa papachakuna tayta kuntur hapiqkunaqa kasqaku: Tayta Guillermo Ontón Palomino (Llik'icha), tayta Rosalío Sarmiento Garay (Rusascha), tayta Alejandro Huamaní (Wiqru), chaymantapas q'ipa wiñay tisipulukuna, Honorato Quillama (Unkacha), Rosalío Ccoicca (Atuqcha) chay taytakunallas wallpanta hinaraq tayta kunturqa hap'irqamuqku."
Willakuykuna-mayt’u-Collao,"“Sipiway papay, kay aycha simiycha riman, sunquyqa, kallpaypas kachkanraqmi, ama kayta rurarqukuwaychu” nispas tayta Antukuqa pirqa k'ukuman asuykuspa waqakun."
Willakuykuna-mayt’u-Collao,"Runakunaqa hinallas wiksanyaykunku, chaysi inti patataña tayta Martinmanqa ayparqunku, chaypis Martinqa samakuchkasqa, asiy asi, runakunas phiñasqa."
Willakuykuna-mayt’u-Collao,"Manam allinwaqchu, Karluscha, kunan tutaqa saqrachari, supaychari hip'aykamusunki, kunanmi kawa hisp'ayta upiyachisqayki, manachayqa wañuytam tarirquwaq."
Willakuykuna-mayt’u-Collao,"Chay rimanankamas pachaqa illarirqamunña, chaysi chay wasipi awichuta saqhiykatamuspa umalliqqa puñunan wasinta p'itan, Chaysi warma yanan q'ala umalla purichkasqa umalliqta machkaspa, pantachiqhinallas umalliqqa huknin k'uchunta puñunanman kutiykun."
Willakuykuna-mayt’u-Collao,"Chay pachamanta pachas, Ullkuchaqa mana ima ruraytapas atinchu."
Willakuykuna-mayt’u-Collao,Maytam papay kay hinata apawanki.
Willakuykuna-mayt’u-Collao,"Ama sunquyta k'arachiwaychu, allqutachu kamachini ima, manam rurasaqchu mañakusqaykita."
Willakuykuna-mayt’u-Collao,"Chaymantapas Aña warmikunaqa wak llaqtakunaman rispas krawil t'ika q'ipiykusqa risqaku, chaypis wawakunata mancharikuymanta, wayramanta, hutí uhumanta, qapaq unquymanta ima hampisqaku."
Willakuykuna-mayt’u-Collao,"ayllunchikkunap kawsaynintaqa manam yupaychankuchu, manam ima chakratapas llamk'ankuchu."
Willakuykuna-mayt’u-Collao,"Chayllamanchik hatun suwaqa mulapin sillasqa chayaykamun allillamanta; manasyá mulaq phapatunkuna purisqanqa imatapas uyarichikunchu, hinas chayarun, sillaqarukun mulanmanta, runa sipinantas urqurqukun chay hap'iyusqas ch'ukllachaman haykurqun chayllapis rikurqun kimsa k'anakunaq puñuchkachqanta hinaspa sipinanwan puñuskankuman hayñiman t'ukyachin t'ukkkk t'ukkkk t'ukkkk nispa, hinaspataqsi runa sipinantaqa rumi kancha patachaman churaykukun, chaypis haykun cargakuna t'uksiyta; chayllapis chay huk k'ana kasqa unay qhipa wata cuartilman rik awqa purik runas, chaysi payqa sumaqllawanchik kancha qhipanta suchurun, makinwantaqsi kancha patata machkachkan karawinata, chayllapis makin hap'irkun chay runa sipik karawinataqa, hinaspas apaqarun chay kikillawantaqsi suwa runataqa t'ukyachin, wakin runamasintaqsi sapa rumi ch'aqilla sipinanku kamallaña wañuchiyta atipanku."
Willakuykuna-mayt’u-Collao,"Sipaspa tayta mamanñataqsi phiñakuspa mamakuchataqa rikhurisqa, imaynanpi pay paya kachkaspa waqllikuq llut'an pallqa ñankunapi puriq warmita qurpachasqanmanta."
Willakuykuna-mayt’u-Collao,"Ullkuchas sutin, asnu irqiqa, urqutam pacha illariyta richkaqtiymi, Chiri Pata sutiyuq patapi qaqata hatun mullita marq'aykukuspa puñuchkasqa, mancharichiwan, animuytapas maymancha phawarqachin, chaymi khunkutaqa suriyakuywan yaqa wañunankama maqaykuni, hinaspam kunan wiñaypaq asinda uywanchik kanqa, munaspaqa kunachallanmi t'iqurpayman, millay khunkun, uma muyu, allqu hina."
Willakuykuna-mayt’u-Collao,"Chayllapis kinrayllanpi huaynaqa tiwaykun, chaypis pipuni kanman chayta unay qhipawatapi huk khumpay Munay allin waqyanata walqananpi aparqamusqa, ancha munapayanataraqsi payqa apakachaychkan, chaymi ñuqaqa munasqani qichuruyta, mana atispaytaq khumpay kharmuk richkanan kaman waqananmanta mana pipis rikuchkantin, suwarqapuni kharmuyta tukuspas payqa q'ipi walqananpi waqyananta machkarirukun, manasyá tarinñachu, chayllapis qam haykurqamunki ñawpa pacha kawsay yuyaykunamanta yachachiq, chaymansi yachachik masiyqa yaqapas wiqi ñawintin chinparqamuchkanki yachachikniy waqyanaymi walqanaymanta mana kapunchu, llapankumanmi willasunchik imaynallapis chinqarkun chayta."
Willakuykuna-mayt’u-Collao,"Ullkuchaqa manas ñawpa hinañachu khunku, upa, wita aswansi payqa allin kallpayuqña, tukuy ruray yachaqña, ichaqa upa tukunsi, munayniyuq imatapas kanachin chayqa t'ikranpatas ruran, llaqta runa kamachiptintaqsi ch'uyata imatapas ruran."
Willakuykuna-mayt’u-Collao,"MAKARYUMANTA Huk hawa llaktapis huk ayllu tiyasqa, paykunaqa unay watañas huñunakusqaku qhari warmi chaysi wawanku askha ichaqa askhapuni kachka, yaqapis kimsachunka iskayniyuk k'apanchaysi kachkaku; qhariqa manasyá llamk'apakunchu, ichaqa manasyá tarikchu, sapa p'unchawsi purin llamk'ana machkak manapunisyá tariqchu, maynin kutikunallas tarin chay llamk'apakusqanqa manasyá imapaqpis aypaychun, chaysi warmiqa t'aqsapakuyta yachan, chaysi warmiqa t'aqsapakuspalla wasin wasinta purik chay llaqta tiyasqamkupi."
Willakuykuna-mayt’u-Collao,"Vikilachaqa chay tukuy pallaysapa llikllakuna, punchukunawansi Amuqa, Challwa Pampa, Kulka Pampa, Puquwanka, Anta Pampa, Qasinchiwa ayllukunaman rispa tukuy wayukunata makipuramusqa apamuq, chaywansi sarata, siwarata, papata, millmata, aychata, uña uywachakunatapas rantikusqa."
Willakuykuna-mayt’u-Collao,"Ichaqa kay kukatan akulliyuna, kunturpa sayanantaraq waqu hunt'ata karu purinapaq."
Willakuykuna-mayt’u-Collao,"Kaqniyuk suwa runaqa purillanchik llaqtanman huk hatun mulanpi, manasyá suwaman riqcha runapaschu, sapa suwakunanpaqsi kutimuk hacienda qaqamach'ayman, ñas yachanña warmin, wawankuna llaqta wasinpi llamk'ap runankunapis patrunnin haciendaman purimusqantaqa."
Willakuykuna-mayt’u-Collao,"Chayllamansi qunqayllamanta sipastaqa warmintahinaraq q'alaqa rurarqapun, sipastaqa pañuyluwan siminta watarquspas munasqanta tukuy tuta yapamanta yapamanta ruraykun."
Willakuykuna-mayt’u-Collao,"Chay illapayninpis runakunaqa manay uywayuq kutiykamunku, lliwtas uywankunata tala suwa runakuna suwarparisqaku, q'alallas wakchay wakcha uyankupas iskaynin runakunaqa kutiykamunku, chaysi Pichiwa runakuna, chinchiña runakuna uywankuta suwachikuptin asipayaykunku."
Willakuykuna-mayt’u-Collao,"Warma yachachiqqa umallanta chhapchirikuspas k'umuyun, yuyaychakuspas nin: Ari yuyachkanin chay kawsasqaytaqa ichaqa qam kachkaykita manan yuyanichu ichaqa manataqmi waturanichu qam hap'isqaykita ichaqa ñuqapis machkachkaypi ñawiytaqa allinta wichq'arqani."
Willakuykuna-mayt’u-Collao,"Kaqmantas Umalliqqa wallpa waqayta kutimun, mana pipa rikusqan, awichuwan rimaq, manas qapaq hinachu, thanta ch'ulluyuq, thanta uqi punchuyuq, tawnayuq awichu tukuspa, hinaspas kaqmanta rimapayam: Tayta, kunanmi puriyniyta willawanki, qam runam kunan p'unchawmanta taytahina kanki, paña makiy runa, ichaqa manam kaytaqa pi waqrapas yachananchu."
Willakuykuna-mayt’u-Collao,"Ñas intiqa purirqunña wichay wichaytaña Edsonqa sullk'ampiyan wayrunquq misk'in proyectuntas qhayankachin chayllamanchik Nilliqa chayaramun khumpankunaq wasinman yachachiknin pusananpaq, lliwta irqikunaq llamk'asqata qhawarispas mat'ipanku sapankaq proyectunta, warmakunata yanapayta tukuruspas warma yachachiqqa Nilliq wasinta chakipi hatarinku payqa chayraqsi qhawarin imaynatas haqay sayasqa qinraykunata ch'ampik tutapi purirmurqan chayta, ñanpis imaymana qhayanapap, kansi: Uña niray q'umir k'ayllakuna, philpintukuna imaymanaman riqchaqkuna, chaypa qhipantas yachachiqqa pawan hap'irusaq nispa, warma irqichaqa asikuspa qhawan."
Willakuykuna-mayt’u-Collao,"Kimsantin khumpakunaqa punchunkuwansi kunturkunataqa umapikama musphanankama waqtapiyaykunku, pampapi rapran laq'arayaptinñas kunturtaqa kunkamanta hap'inku hinaspas allin lluq'iman puchkasqa q'aytuwan sinqa t'uqunta pasarqachispa qaqata tupsunta watarqun manachayqa runapataqa ñawinta, aychantas kunturqa mikhurqunman, iskaynin kunturkunatas kaqllata rurarqunku, chaykamataqsi tayta Wirqruqa waq qaqa k'uchuman p'achankunaman waqtuchanta animarqukuspa phawayllaña p'achakunanpaq riypayrin."
Willakuykuna-mayt’u-Collao,"Yaw thanta usasapa paya, maymi uwiha uywasqayki, maymi killan killan kisu rurasqayki, maymi qayna wata puriq misitu turu watuchanaypaq, manachayqa kunanmi t'iqusqayki, wañuchisqayki nispas, q'awchi kuchunanpa ñawch'inta qawaykachin."
Willakuykuna-mayt’u-Collao,"Warmichantapas quqawa rurananpaq kamarpachinsi: uchuy mankachata, uwiha ch'arkita, sara hamk'a kutasqata, lawapaqtaq chawa sara kutata, anista, michk'ita, wisllachata ima, hinaspas runaqa huk p'unchaw rinankupaq khumpamasinkunawan kamachinakunku."
Willakuykuna-mayt’u-Collao,"Ayllunkuna tapukuptinpas manas wawanwan kuska Vikilacha kasqantaqa willasqachu, manachayqa turankunas p'inqay rurasqanmanta kaqmanta maqananpaq maskallasqakutaq, chaysi pakasqalla mana runap rikhusqallan sipasqa mamakupa wasinpi unqhukusqa."
Willakuykuna-mayt’u-Collao,"Chay mistiqa huk hatun llaqtaq umalliqsi kachka, chaysi haciendayuq, askha qullqiyuk, chala llaqtapipas hatunsi wasinqa, askhas uywankunapis, lliw imapas kaqniyuk kaq chay llaqtapiqa."
Willakuykuna-mayt’u-Collao,"“Pawu kankaykita phasmiykuway” nispas, runaqa taytachataqa kutirispas nin: Manan Señor ñuqaqa quykimanchu pavukankaytaqa ñuqallapakqmi; qamqa lliw imaymanayuqman munayniyuqma kanki, qanqa hayq'a pavu kankatacha mikhukuwaqpis munayniykiwanqa."
Willakuykuna-mayt’u-Collao,"Awichaqa wati watikmantas rimapayukuchkan “chaytaña churiy hamusqan millaypunin, churiyqa ancha millaypunin aswanpas ususiymi sumaqllaqa” nispa."
Willakuykuna-mayt’u-Collao,Aña runap llayqasqan runaqa millayman tikrakuspas wañukuq.
Willakuykuna-mayt’u-Collao,Chaysi Lurinsuqa Ullkuchata qawarispa rimarin.
Willakuykuna-mayt’u-Collao,Ph'aqsikapiñas millay supaypa wawanqa achkan.
Willakuykuna-mayt’u-Collao,"Millay runas munayniyuq q'alaqa kasqa, manchakuna."
Willakuykuna-mayt’u-Collao,"Wata risqanmanhinas, sipasqa mallqu warmi wawachantin mink'an mana mikhunan kaptin purikusqa, chayllamansi turankuna p'inqakusqa ichaqa maqharapuq ima."
Willakuykuna-mayt’u-Collao,"Kusikunsi Ullkuchaqa, Amuqa ñiñukuna munayniyuq q'alata maqasqanwan, upa q'ala, khunku, wita, warmihina kutipakuytapas atinchu nispa kusikun."
Willakuykuna-mayt’u-Collao,"Kunanmi manaraq wallpa wachkaptin kawsakuyniyta qhawaykapuway, kayqaya hak'akllu, phuru, q'intipa q'isan, manam runaykuna añas chakita tarimunchu, chaydllañan pisiwachkan."
