document,sentence
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Kaqninkuna Chhapayuq siwara huqariymanta willakuy qillqa   Taqa Hanaq pacha tayta kay pachapi wawankunawan  kawsasqanmanta    Argentina suyupi siwara huqariymanta   Siwaramanta paqariq mikhuykuna manaña  munachikapuchkanchu  Taqa Siwaramanta lluqsiq mikhuykuna  Italia suyupi siwara  mikhuykunamanta   Chaka llamk’aypi yachaykuna manañam  rikhuripuchkanchu  Taqa Chaka ruraypi yachaykunamanta rimaykuna  Maya runakunap chaka llamk’aynin  Uwiha mirachiy mana pip yanapasqan   Taqa Uwiha mirachiymanta  Cuba suyupi uwiha mirachiy    Llaqtanchikpi k’ullu llaqllaymantawan p’acha  llawllaymantawan yachaykuna  Taqa K’aspi k’ullu llaqllaymanta yachaykuna  Apachi runakunap k’ullu llaqllayninkumanta  Siwara t’akaypi ch’akirispa para waqyaymanta   Taqa Tayta arariwap unu qarpa mañakuynin   Irukis runakuna Pacha Mamawan rimanakusqankumanta  Musuq wata chaskiy wak sutiwan sutichasqa   Taqa Musuq wata chaskiypi huk harawita mast’arisun  Maya runakunap pacha purichiynin  Yachaqkunap yachaynin chinkaripuchkan    Taqa Yachaqpa hanaq pacha Apuwan rimaynin  Astika runakunap yachaynin         CHHAPAYUQ SIWARA                             WILLAKUY     RURANA  Chay t’iktu rikusqaykimanhina qillqanayki mayt’upi kay  tapukuykunata kutiykachiy: .
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Chay t’iktupiri, ¿imatataq rikuchkanki?"
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Chayhina mikhuy rurasqata, ¿maypitaq rikurqanki?"
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Kay watakunapi, ¿imanaptintaq siwara mikhuyta manaña  rurapunkuchu?"
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Chhapayuq siwaramanta hurqusqa mikhuna, imaymana  unquypaq allin kasqanta."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Tapuykuy nutricionista  yachayniyuq runata, paymi allinta willasunki ima  unquykunatas kay siwara mikhuy allinyachin chayta."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"HUQARIYMANTA      QILLQA Paqarisqan Ñawpa kawsaypiqa imaymana mikhuykuna allintas uriq kasqa;  kunantaqsi pisita uripun, imaraykuchus purun allpa manaña  kapunchu, pachapas sinchita ch’akiripun, qasapun."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Hinaspapas  imaymana mana riqsisqa hampikunawan churapunku.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Chayrayku   chakra ruraqkunaqa mikhunallankupaq tarpunku.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Chay q’ala  siwarata, chhapayuq siwarata, manaña ancha rurapunkuchu,  imaraykuchus qhipa wiñay runakunaqa manañam mikhupunkuchu;  paykunap mikhuyninkuqa arus, phiriyus mana riqsisqa mikhuykunata  mikhupunku."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Ichaqa kay siwara mikhuy allin kasqanta, imaymana  unquymanta hark’anawanchikta, chayta manam yachankuchu."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Huk ñawinchana  Yachay aypana:  Siwara huqariymanta huk willakuyta allin yuyaywan  ñawinchaykuy, hinaspataq runa masiman riqsichiy."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Manaraq willakuy qillqasqata ñawinchachkaspa chay t’iktuta   qhawaykuspa kay tapukuykunata kutiykuchiy.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Qillqaq runa, ¿ima yachachiytataq munan?"
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Kunantaq kikin willakuyta allin yuyaywan ñawinchaykuy, chay  ñawinchasqaykipi kay ruraykunata hunt’aykuy."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Llapan willakuy qillqasqata ama rimaspalla ñawinchaykuy.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Willakuy qillqasqa chay t’iktumanhinachu,  qillqap umanman hinachu  kachkan, chayta tupaykachiy."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Mana riqsisqa rimaykunata wakllapi qillqaykuy, hinaspataq  chaninchaykuy."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Sapa t’aqa qillqasqapi allin yuyaykunata ch’ikuykuy, chaytataq yachakuq   masiykiwan chaninchaykuy."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Hanaq pacha tayta kay pachapi  wawankunawan kawsasqanmanta  Huk kutis, Hanaq Pachapi Kamaq Tayta, wawankunantin  munayta kawsaq kasqaku; chay wawankunap sutinsi kasqa:  Qasa, Inti, Unu Qarpa, Qulla ima."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Paykunaqa taytankuwan  kuska hanaq pachapis tiyaqku; sullk’a ususi Qulla sutiyuq kay  Pachaman uraykampuq kasqa; chaypis achkha miraykapuq  kasqanku.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Chay Kamaq taytaqa imaymana ruraytas chay Qulla  wawanman chakra llamk’aytapas uywa michiytapas yachachiq  kasqa.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Chakra llamk’aypiqa hina papa, kinuwa, qañiwa, siwara  tarpuytas yachachiq kasqa."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"“Ichapas kay wawaykunaqa chakra  ruruta mikhuspa, mana yarqaypi, mana unquypi tarikuspa,  qhalita kawsanqaku” nispa."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Hinas Qulla runakunaqa, allinta chakrata ruraspa, hallp’a  ruru mikhuyninkuta mikhuspa, qhalis  kawsakurqanku."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Qhipa  pachapis, wak mana riqsisqa kawsaykuna rikhurimuq kasqa;  chaykunaqa karu llaqtakunamantas makinawan llamk’asqa  mikhuykuna chayamuq kasqa; chaytas Qullap wawankunaqa  mikhuyta qallarinku; chakra ruraytapas qunqaspa, hallp’a ruru    mikhuytapas qunqaspa, aswanpas chay siwara mikhuytaqa  sinchitas usuchiqku, khuchiman, asnuman imas qaraqku."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Chayta rikuspas Hanaq Pacha Kamaq Taytaqa phiñasqa tarikun:  “Imaynam t’anta apachisqayta usuchinkuman, sarunkuman,  khuchiman, asnuman qarankuman”, nispa phiñasqa taytaqa  tarikun."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Hinas Qasa ususinta waqyarin, hinas kamachin:  “Phaway, pampapi kawsaq sullk’aykikunata watukamuy,  imaynachá kawsachkanku."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Ichaqa puquy qallariy killata purinki,  chaypi imaynatas sullk’aykikuna chakrata rurachkanku chayta  qhawaykamunki” nispa."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Chaysi  Qasaqa taytanpa siminta kasuspa chiqaqta kay  pachaman uraykamun, hinaspas llapan chakrata qasarqapun,  chayraq papa chakra phuturimuchkaqta hap’irqapun."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Chaysi Qulla runakunaqa chakrankuta qhawaykuspa sinchi  llakisqa tarikunku.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Hanaq pacha taytankumanta qunqurikuspa  mañakunku: “¡Taytalláy!
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Amañayá qasata kachamuwaykuchu;  aswanpas unu qarpata kachaykamuwayku, sinchitam  kay pachapi ch’akiripuchkan, chakraykupas khuyayta  waqapuchkanku”, nispa."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Tukukuypitaqsi, llapan pampapi tiyaq runakunas hatun  llakikuypi tarikapusqaku; chakra rurasqankupas pisitas uripun,  mana allinchu mikhunanku kapun, imaymana unquykunas  rikhuripun, llapan runas pisimanta pisi imaymana unquywan  unqupuchkanku."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Imaraykuchus chay allp’a ruru mikhunaqa  imaymana unquykunamantas hark’aq karqan.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Hawamanta  chayamuq mikhunakunataqsi aswan imaymana unquykunata  chayachimun.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Chaywanpas manas wanaqkuchu, kaqllatapunis  mikhuyta usuchiqku."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Chakratapas wayna sipaskunaqa manañas  rurapuqkuchu; musuq mikhunata mikhuspas kawsapuqku;  kuraq tayta mamakunallañas chakra mikhunata mikhuspa  kawsaqku, paykunallañas Hanaq Pacha Kamaq Taytata,   Pachamamatapas yuyaripuqku."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Qillqaq: Guillermo Valeriano Anahui   May pacha llapan qillqasqata allinta ñawinchaykuspa, qillqana  mayt’uykipi kay ruraykunata hunt’aykuy."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Kay tapukuykunata imaynas  qillqa ñawinchasqaykimanhina pisi rimayllapi kutichimuy.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Chay Kamaq Tayta, ¿maypin tiyanman karqan?, ¿pikunawan?"
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,¿Mayqin wawanmi kay pachapi tiyarqan?
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Kamaq Tayta, ¿imapaqmi Qulla wawanman chakra rurayta yachachinman  karqan?"
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Kamaq Taytari, ¿mayqin wawantataq kay pachapi tiyaq wawankuna  watukuqta kachamurqan?"
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Qillqana mayt’uykipi kay sutikunata chay rimaykunatawan tupaykachiy:  	 Qasa	 	 Qullakuna munanku chayamunanta.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Para 	 	 Llapa wawakunap taytan.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Siwara 	 	 Kamaqpa ususin qullakuna watukuq.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Kamaq 	 	 Mana kasukuq wawa.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Kunantaq chay t’ipi t’ipi qillqakunata huk simiwan hunt’aykachiy:   	 Phaway, pampapi kawsaq sullk’aykikunata   imaynachá  kawsachkanku, imaynatachá chakrata   chayta  qhawaykamunki nispa."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Chaysi   kay pachaman uraykamun,  hinaspas llapan chakrata  ."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,¿Imanaptintaq Qasari papa chakrata wañuchinman?
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,¿Imanaptintaq Kamaq tayta Qasa wawanta kay pachaman kachamunman  karqan?
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,b.	 Papa chakra qasamanta hark’ananpaq.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,c.	 Mikhuy usuchisqanmanta hasut’ita apachimun.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,d.	 Aswan allinta papa chakrata ruranankupaq.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,¿Imanaptintaq kay pachapi tiyaq wawankuna unquyniyuq ima  tarikapuchkan?
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Qhipa wiñay runakuna, ¿allin kawsaypichu tiyachkanchik icha manachu?"
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Chay willakuy, ¿imatam yachachiyta munawanchik?"
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Kamaq wawankunawan phiñakusqanmanta, ¿ima niwaqtaq?"
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Chay willakuyqa, ñawpa kawsaykuna simillapi willakuymanta  paqarimuq kasqa."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Chay willakuyqa chiqap imapas rurasqamanta;  mana chaytaq tiqsi muyuntinpi, mana riqsisqa kawsaykunamanta  willakuy."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Willakuypa sayayninqa kimsa t’aqapi: qallariynin, kuska  willakuynin, tukukuynin."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Musuq rimaykuna  Allpa ruru: Allpapi wiñaq mikhuy, allpamanta paqariq mikhuy."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Kachaykamuwayku: Hanaq pachamanta pampaman hich’aykamuy.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Kamaq: Tiqsi  muyuntin paqarichiq tayta.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Miraykapuqku: Iskayllamanta achkha runaman tukuykapunku.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Puquy killa: Paray killa.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Qulla wawankuna: Urin suyupi, puna ayllukunapi tiyaq runakuna."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Unu qarpa: Para Usuchiy: Pampaman mikhuy t’akay.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Iskay ñawinchana  Manaraq qillqasqata ñawinchachkaspa, qillqana mayt’upiyki  tapukuykunata kutiykachiy."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"T’iktuta qhawaykuy, qillqap umanta ñawinchaykuy, hinataq imamantam  chay qillqa rimachkanman chayta watuykuy."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,¿Ima t’aqa qillqam kanman?
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Hayk’aqllapas hawa suyukunamanta qillqasqata ñawinchayta  yacharqankichu.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Llapan qillqasqata allin yuyaywan ñawinchaykuy.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Willakuy qillqasqari, t’iktumanhinachu kachkan, qillqap umanmanhinachu    kachkan, chayta tupaykachiy."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Mana riqsisqa rimaykunata chaninchanaykipaq wakllapi qillqaykuy.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Sapa t’aqa qillqasqakunapi allin yuyaykunata umanchay, yachakuq  masiykiwan chaninchanaykipaq."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Ima rimaykunapas, qillqakunapas mana sut’i kaptin, yachachiqniykita  tapuriy, paywan kuska sut’inchaykuychik."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Argentina suyupi siwara  huqariymanta Chaqay Argentina suyupis siwara mikhuytaqa allinta ruranku;  Buenos Aires, Córdoba, Santa Fe, La Pampa chay llaqtakunapis  achkhanpi siwarataqa huqarinku."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Qhipa watakunapitaqsi hanan  suyukunapipas aswan achkhata rurallankutaq.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Chay mikhuy  huqariyqa puquy qallariy killakunapis apakun.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Allin chakra ruraq  runakunaqa, tarpuypi, mikhuy huqariypi allintas llamk’aykunku."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Chaymanhinataq wata ukhupi imayna llamk’anankuta qhawarinku.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Hinaspapas, musuq yachaywan siwara huqariyqa puquy qallariy    killakunapis apakun."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Chaymantapas, allin musuq yachayniyuq  runakuna chakra llamk’aqkunata yanapallankutaq; maki  qhawapayaspa, allin rurunanpaq, imaynatas llamk’ankuman; mana  unquy hap’inanpaq, imakunawansi hampinkuman, imakunawansi  churankuman allin mikhuy urinanpaq; chaykunatas chakra ruraq  runakunaman yachachinku."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Chay q’ala siwara, hinallataq chhapayuq siwara huqariyqa iskay  ruraypis apakun."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Huk ruraypi makillawan huqarinku, chaypiqa  ichhuna rutunawan rutukun."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Chay makiwan rutuyqa huch’uy  chakrakunallapis rurakun, mana chaytaq phiru wayq’ukunapi,  sayaq qhatakunapi, mana tractor yaykunallapis rurakun."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Ichaqa  pisi unayllapis huqarikun; mana chayqa ratu t’akarqukunman,  pichinkukuna mikhurqunman; hinaspapas para ima chayaspa  huq’urqunman."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Chay rutusqataqa, q’ipi q’ipitas  watarquna,  chaypiraqsi allinta puquyta tukupaykun."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Huk ruraytaqmi kallantaq   makinawan huqariy, chayqa hatun chakrakunapis rurakun,  suq’a pampakunapi, achkha huqariypi ima."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Siwara t’akayqa,  Qhapaq Sitwa wayra killapis apakun, may maypitaqsi yaqa wata  tukuyllapiña tarpuykunku."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Qillqaq: Guillermo Valeriano Anahui Musuq rimaykuna  Chhapayuq siwara: Qarayuq, chupayuq siwara."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Huq’urqun: Imapas parap ch’aranchasqan.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Phiru wayq’u: Urqukunapi millay p’ukru, p’ukru qhatakuna."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Q’ala siwara: Mana qarayuq, mana chupayuq siwara."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,T’iktu: Siq’ikunawan imapas t’iktusqa.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Ñawinchayta tukuspa, imaynas hap’iqasqaykimanhina kay tapukuykunata  ruraykunata ima qillqana mayt’uykipi kutichinki."
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Argentina suyupiri, ¿maykunapim siwara huqariy allin apakun?"
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"¿Hayk’aqmi siwarata t’akanku, hayk’aqtaqmi huqarinku?"
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,¿Maykunapitaq siwarata pisi pisillanpi rurankuman?
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,Huk rimayllata  qillqanaykipi chimpunki.
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,"Siwara huqariypi, ¿ima sasachakuykunataq rikhurinman karqan?"
2 Rimana - Qillqasqa Mayt’u Qichwa Qullaw. Texto de Comunicación del 2° Secundaria - Quechua Collao,¿Hayk’a unaypim siwara urinman?
