document,sentence
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",– Sara huqariyninchikqa huk punchawlla sayaykuchun hinaspa paqarinpuni  makipuralla lliwchanchik ñanninchikkunata sumaqta allicharqamusunchik.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Hinaspapas llumpay kichkim, ichaya tumpata wiñaykachichwan."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Nispas kumun masinkunata rimapayasqa.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Warmikuna quqawta  yanumunqa, qamkuna rumita  tanqankichik, ñuqa llamkanakunata  apamusaq."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Llamkay punchawpi, qari warmi,  uchuy hatun kusisqa hanaymanta uraykama ñan allichayta qallaykunku."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Llamkaspankuñas allinlla saranku astamunankupaq yanqallapas  yuyaymanakusqaku  – Imanasqataq mana puntamanta kaynata rurarqanchikchu.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Qamkunaqa    pasaypaq qillam kasqankichik, nistin mana riqsisqa runa sacha sacha  ukumanta qaparistin lluqsirqamun."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Pitaq pikunta quykuwanman  niptinsi huknin qillaniraq runa  wayralla qaywaykun.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Hukta  waqtachkaptinsi pikuqa kimasam  pakikurqun.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Mayñaya allin  pikutayá qaywamuwaychik  niptinsi raku llasaq waritata  qaywaykunku.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Chaypas rumita tikrachkaptin kaspihina pakikurqun.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Ama llakikuychikchu kutiykachipusqaykichikmi aswan llamkaychik  nispas makillawanña llapa sachakunata chutayta qallakuykun, manchanas  rumikunanata kuchukunaman tanqarquspan ispakuqhinalla chinkarqun."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Mitu Huk rikchaq qillqasqa.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Ñawpa runakuna  Apuhina llapa ima  rurasqankumantam  riman.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Runakuna yachankuchu mayman risqanta.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Kayman chayman  qawakachanku, huk pisqullas sachapi tiyaspa takikustin runakunata  qawasqa."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Llamkaqkunaqa llakikustinsi miskipayta qallaykunku.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Chayna tapunakustin akuchkaptinkus yapamanta runakunapa qipanpi  hatunkaray.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Paysi ñantaqa sumaq qawakuq  hatun ñanta kichaparqun.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Wakin runakunaqa kusisqa kaypi chaypi  puchuq rumikunata wischustin allpata pampayanku.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","LLamkayta  tukurquspaqa kusisqas mikunku, upyanku."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Musyakunankupaqa runaqa manañas  kanñachu, karu uray sacha ukupis  wapyakustin chinkarqun."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Chay tutaqa puñusqanpi tayta Niku hatun  hatun taytaku manukuynin mañasqanta  musqukusqa.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Paqarinnintintaqa,  puñusqanmanta hatarispallansi huk machu    qawaqman rispa willakusqa."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Yachaniñam nisqaykita taytay, manam ñuqaqa pipas kanichu  kaynata waknata rurananchikpaq."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Saranchikpiraqmi qawasun pay  nisqantam rurasunchik, nispas misata mastarquspa sarata akllaykuspa  llikllaman chuqaykun."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Qawaykuspansi kaynata nin: arí kay tutapunim  Apunchikkunamanqa haywakusunchik, yanqam qipa punchawkunaqa  kanman."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Chayna rimanakuchkaptinkus sachapi tiyaspa kuyayllapaq puka  qasqu pisqu miskillataña takin.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Chay watamantapunis ñan kichasqankuqa kunankama mana tuñinchu.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Karukunapas sara qipimuq hawkaña yaykunku, asnukunapas,  mulakunapas hawka qipimunku."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Chaynas llaqtaqa kusisqa sumaq takiq  pisquchata yuyanku.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Ñawinchasqaykipa sunqunta tariy (imamantataq qillqana riman.)
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",¿Ima sasachakuytataq tayta Niku willakamun?
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",¿Imatataq tayta Niku sasachakuymanta lluqsinankupaq kamachikun?
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",¿Pitaq nirqa“Qamkunaqa pasaypaq qillam kasqankichik” nispa?
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","“Yachaniñam nisqaykita taytay, manam ñuqaqa pipas kanichu kaynata  waknata rurananchikpaq."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Saranchikpiraqmi qawasun pay nisqantam  rurasunchik.” ¿Pitaq rimachkan, imaynanpi?"
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",¿Pitaq takiq pisqu kanman karqan?
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Qillqasqapa nisqanmanhina, ¿ima sasachakuypitaq kumunkuna, llaqta  runakuna sara huqariypi tarikunmanku karqan?"
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","¿Llaqtaykipi sara huqariypi, ima sasachakuytataq tarinkichik?"
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",¿Imapaqtaq qillqaq runa ñawinchasqayki qillqasqata qillqarqan?
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Qipa qillqasqa Manaraq qillqasqata ñawinchachkaspa, qillqana maytuykipi hamuq  tapukuykunataraq kutichiy: ."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","¿Imaynaraq Asturya llaqtapi tarpusqanku sarata huqarinkuman,  aymurankuman?"
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Llikapurapi maskay hinaspa ima rikchaq  kasqanta riqsiy.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Kunanqa mana riqsisqayki simikunatawan kuraq rimaykunata taristin  ñawinchay.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Asturya llaqatapi sara aymuray Qillqaq: Clelia Violeta Pinda Matamoros  Qayninpallam achka suyukunaman imayna sarakuna huqarisqankumanta  yacharinaypaq watukuq rirqani.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Ispaña suyupim Asturyas sutiyuq llaqta  tarikun, kay llaqtaqa Kantawriku hatun quchapa patanpim, Ispañapa  hanayninpim tiyachkan."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Kay llaqtapim imayna sara huqarisqankuta  qawaykamuni.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Tapukusqaymanhinam, paykunaqa sarata tarpuspanku imaymana rikchaq  hampikunata, kurukunata sara mikuq uywakuna mana asuykamunankupaq  winanku."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Chaynallataq kaspimanta, latapamanta  rurasqa manchachikutas churanku,  kaykunaqa imaymana pisqukunatas  manchachin."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Chaymantapas chaylla  sara wiñananpaqsi hampikunata  tarpusqankuman winanku.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Kaynaptinkus allinta sara rurun.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Sara huqarisqankuta qawariptiyqa  achka makinakunawan llamkasqaku,  huknin kaq makinam sarapa turuqsunta aysan hinaspa ñututa kuchun,  chaynallataq makinawan kuskalla kayman chayman churastin sara  huqariqkuna rin."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Makinam sarapa hawanman churakun hinaptinmi  iskayman rakikun, huknin kaqpim sarapa rurun rin hukninpiñataqmi  kallmankunapiwan rapinkuna rin."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Kaynamá kunan pachapiqa chaylla  huqarinankupaq yuyayniyuqhina makinakunawan llamkanku.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Kayna  llamkaspankum pisi qullqillata sara huqariypi tukunku.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Kayna qawachkaptiymi yachaysapa Tumas sutiyuq runa kaynata niykuwan,  “imapas allin lluqsinanpaq sara huqariyqa ñam qawasqaña karqan."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Kayna  allin qawarisqankurayku, makinakunawan sara huqarisqankuraykum  aswan llamkay allin lluqsin."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Makinam sara kawsayta turuqsunmanta allinta  rakin.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Chakisqa sarata mana chakisqa sarata rakistinmi huqarin.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Makinakunaqa imayna sara huqariypiqa allintam yanapawanchik.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Sara huqarisqanmanhinam huk iktaryapi mana chakisqa sara hayka  kilu huñusqanta hinaspa chakisqa sara iktaryapi hayka kilu kasqantam  riqsichiwanchik.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Kayna makina qawachiwasqanchikmi aswan allinta  yanapawanchik”.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Kaynatam Asturya llaqtapi sarata huqarinku, pisi pachallapim achka achka  sarata huqarirqunku."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Kunanqa Piru suyuman kutiykarqamuni hinaspa  tarpuqkunata tapukuni: Imaynataq ñuqanchikpas hawa llaqtakunapa  yachayninwan tarpusqanchikkunata mana huqarinchikchu, nispay."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",¿Asturya llaqtapi tarpusqanku allpa tarpusqanchik allpahinallachu  kanman?
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",¿Pitaq Asturyapi imayna sara tarpusqankumanta willakamuchkan?
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",¿Imaynatataq Asturya runakuna sara allin lluqsimunanpaq  waqaychanku?
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",¿Imanasqataq Asturyapi makinakunallawanña sarata huqarinku?
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",¿Imanasqa Piru suyunchikpi hatun makinakunawan mana  llamkankuchu?
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","¿Imatataq ninkiman kay rimaymanta: “Imaynataq ñuqanchikpas  hawa llaqtakunapa yachayninwan tarpusqanchikkunata mana  huqarinchikchu,...” ."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Uray chirusqatahina qillqana maytuykipi ruraspayki, llaqtaykipi hinaspa  ñawinchasqaykipi sara imayna huqarisqankuta tupachistin qillqay."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Mana riqsisqayki simikuna tarisqayki niyninta yanapachikuspa qillqay.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Yachasqaymanta yuyaymanay •	 Ñawinchaspayki rurasqaykikuna qampaq allinchu karqan,  imallapipas yanapasunkichu."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",•	 Lliw llamkaykunamanta mayqintaq aswan allin qampaq karqan.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",•	 Mayqin llamkanallapas sasachakuyman apasurqankichu.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",•	 Imaynataq qillqasqakuna ñawinchasqpayki tarikurqanki.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Cosecha   QALI QALI  QALI QALI  SARAMANTA  SARAMANTA   RURANA KAWSAYKUNA  KAWSAYKUNA  Chirusqakunata qaway hinaspa qillqana  maytuykipi tapukuykunata kutichiy: .
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Imatataq chirusqapi runakuna rurachkanku.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Iskay chirusqapi imanasqataq ismuqhina sara kachkan.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Ima kawsaykunamantaq sarata tikranchikman.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Kayta yacharqankichu: Llullu killapi kawsaykunata huqariptinchikqa puyus supayninta  utqayllaman aparqachin.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Sarata, purututa, rihuta llullu killapi huraptinchikqa puyum iskay  kimsa punchawllapi hapirqun."
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",Chaymi yachaqkunaqa hunta killapi  kawsayninkutaqa huqarinku.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka",KAWSAKUNAPAQ KAWSAKUNAPAQ IMAYMANA TIKRASQA IMAYMANA TIKRASQA MIKUY MIKUY Paqarimusqa: Ñawpa tayta mamanchikkunaqa tarpusqanku mikuywan  hawka qaliy qaliy unay watakama kawsakurqanku.
"4 Rimana - Qillqasqa maytu - Qichwa, Chanka. Texto de Comunicación del 4° de Secundaria - Quechua Chanka","Kay  qipa watakunaqa manañam chaynañachu, yaqa lliwmi  wiksa ismuchikuqkunallataña qallupaq miski kasqanrayku  sapa punchaw mikuchkanchik."
